"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Tolo Harbour and Channel","TM8","1997-01-09","1","Middle Water","1","6.7","8.3","32.2","1.5","18.2","3.9","0.11"
"Tolo Harbour and Channel","TM8","1997-01-09","1","Bottom Water","0.3","6.6","8.3","32.1","6.7","18.2","4.4","0.13"
"Tolo Harbour and Channel","TM8","1997-01-20","1","Surface Water","3.7","7.9","8.3","31.9","0.4","18.5","1.2","0.08"
"Tolo Harbour and Channel","TM8","1997-01-20","1","Middle Water","1.6","7.5","8.2","31.9","0.7","17.9","2.2","0.07"
"Tolo Harbour and Channel","TM8","1997-01-20","1","Bottom Water","1.1","7.1","8.2","32","3.8","17.6","2.9","0.1"
"Tolo Harbour and Channel","TM8","1997-02-17","1","Surface Water","4.5","10.8","8.7","31.8","2.5","16.2","1.3","0.21"
"Tolo Harbour and Channel","TM8","1997-02-17","1","Middle Water","1.6","10.4","8.7","32.2","2.2","16.6","1.5","0.21"
"Tolo Harbour and Channel","TM8","1997-02-17","1","Bottom Water","1.2","10.1","8.7","32.4","3.8","16.8","1.4","0.25"
"Tolo Harbour and Channel","TM8","1997-02-27","1","Surface Water","2.4","7.4","8.4","32","2.9","17.9","1.8","0.01"
"Tolo Harbour and Channel","TM8","1997-02-27","1","Middle Water","2.2","8.8","8.3","32.1","2.5","16.8","1.8","0.04"
"Tolo Harbour and Channel","TM8","1997-02-27","1","Bottom Water","0.2","8","8.2","29.5","10.1","16.5","1.3","0.06"
"Tolo Harbour and Channel","TM8","1997-03-07","1","Surface Water","0.9","6.9","8.6","32","2.9","19.3","1","0.04"
"Tolo Harbour and Channel","TM8","1997-03-07","1","Middle Water","1.2","7.3","8.5","32","2.7","17.6","0.9","0.06"
"Tolo Harbour and Channel","TM8","1997-03-07","1","Bottom Water","1.4","7.3","8.5","32","4.3","17.3","3.8","0.03"
"Tolo Harbour and Channel","TM8","1997-03-20","1","Surface Water","7","7.6","8.4","31.4","2.8","20.1","1.6","0.13"
"Tolo Harbour and Channel","TM8","1997-03-20","1","Middle Water","2.2","7.7","8.4","31.8","2.4","19.8","0.7","0.07"
"Tolo Harbour and Channel","TM8","1997-03-20","1","Bottom Water","0.7","6.6","8.2","33","4.1","18.9","0.9","0.11"
"Tolo Harbour and Channel","TM8","1997-04-14","1","Surface Water","9","6.4","8","30","4.3","22","3.9","0.01"
"Tolo Harbour and Channel","TM8","1997-04-14","1","Middle Water","7.3","6.2","7.9","32.2","4","20.4","3.6","0.01"
"Tolo Harbour and Channel","TM8","1997-04-14","1","Bottom Water","1.3","4.8","7.8","33","5.4","19.6","1.7","0.07"
"Tolo Harbour and Channel","TM8","1997-04-28","1","Surface Water","4","8","7.9","31.1","4.2","23.1","2","0.02"
"Tolo Harbour and Channel","TM8","1997-04-28","1","Middle Water","7.1","7","7.9","32.3","3.9","21.5","1.6","0.01"
"Tolo Harbour and Channel","TM8","1997-04-28","1","Bottom Water","2.7","5.5","7.8","32.8","4.6","20.8","1.7","0.06"
"Tolo Harbour and Channel","TM8","1997-05-07","1","Surface Water","4.6","7.8","8.2","31.2","4.9","24.1","2.4","0.1"
"Tolo Harbour and Channel","TM8","1997-05-07","1","Middle Water","3.5","6","8.1","32.4","4.4","22.1","1.8","0.05"
"Tolo Harbour and Channel","TM8","1997-05-07","1","Bottom Water","0.7","3.9","8","32.9","9.5","21.4","17","0.08"
"Tolo Harbour and Channel","TM8","1997-05-22","1","Surface Water","3.6","6.1","7.9","30","3.8","24.8","1.6","0.12"
"Tolo Harbour and Channel","TM8","1997-05-22","1","Middle Water","1.5","5.8","8","31.2","3.6","24.4","0.8","0.09"
"Tolo Harbour and Channel","TM8","1997-05-22","1","Bottom Water","1","2.6","7.9","33.4","9.1","22.4","1.8","0.23"
"Tolo Harbour and Channel","TM8","1997-06-05","1","Surface Water","13","10.4","8.2","27.9","1.7","27.8","4","0.06"
"Tolo Harbour and Channel","TM8","1997-06-05","1","Middle Water","1.8","6","8","31.9","1.3","24.2","1.4","0.16"
"Tolo Harbour and Channel","TM8","1997-06-05","1","Bottom Water","1.3","3.3","8","32.8","2.8","23.8","1.2","0.27"
"Tolo Harbour and Channel","TM8","1997-06-20","1","Surface Water","12","8.3","8.5","28.4","1.2","26.3","3.2","0.02"
"Tolo Harbour and Channel","TM8","1997-06-20","1","Middle Water","1.3","7.2","8.3","30.9","1.2","25.3","1.2","0.1"
"Tolo Harbour and Channel","TM8","1997-06-20","1","Bottom Water","1.1","5.3","8.3","31.5","1.6","25","1.4","0.12"
"Tolo Harbour and Channel","TM8","1997-07-11","1","Surface Water","8.4","10.8","8.6","23.3","2","27.1","4.2","0.09"
"Tolo Harbour and Channel","TM8","1997-07-11","1","Middle Water","0.7","4.5","8.3","33.9","1.9","22.5","1.6","0.2"
"Tolo Harbour and Channel","TM8","1997-07-11","1","Bottom Water","0.7","3.3","8.2","33.9","3","22.2","1.8","0.17"
"Tolo Harbour and Channel","TM8","1997-07-23","1","Surface Water","3.8","9.2","8.8","18.9","1.8","29.8","3","0.09"
"Tolo Harbour and Channel","TM8","1997-07-23","1","Middle Water","1.9","5","8.4","33.6","1.9","22.6","2.1","0.04"
"Tolo Harbour and Channel","TM8","1997-07-23","1","Bottom Water","0.6","3.5","8.2","33.1","4.7","22.2","4.6","0.21"
"Tolo Harbour and Channel","TM8","1997-08-08","1","Surface Water","25","8","8.5","22.6","1.9","27.6","5.6","0.04"
"Tolo Harbour and Channel","TM8","1997-08-08","1","Middle Water","3.6","6.7","8.2","31.9","2","27","1.5","0.11"
"Tolo Harbour and Channel","TM8","1997-08-08","1","Bottom Water","0.8","4.1","8.1","33.5","4.2","24.9","3.3","0.12"
"Tolo Harbour and Channel","TM8","1997-08-28","1","Surface Water","7.6","9","8.4","20.1","1.4","29.3","3.4","0.15"
"Tolo Harbour and Channel","TM8","1997-08-28","1","Middle Water","5.8","8.3","8.2","30","1.2","26.7","2.4","0.06"
"Tolo Harbour and Channel","TM8","1997-08-28","1","Bottom Water","1.6","5.9","8.1","31.2","4.1","25.9","1.5","0.12"
"Tolo Harbour and Channel","TM8","1997-09-05","1","Surface Water","25","8.6","8.2","29","1","28.7","3.8","0.05"
"Tolo Harbour and Channel","TM8","1997-09-05","1","Middle Water","9.4","5.3","8","33.5","1.6","24","3.4","0.02"
"Tolo Harbour and Channel","TM8","1997-09-05","1","Bottom Water","2.3","2.6","7.9","34.1","5.3","23","1.8","0.12"
"Tolo Harbour and Channel","TM8","1997-09-22","1","Surface Water","1.4","6.9","8.3","29.4","0.6","27.5","1.4","0.08"
"Tolo Harbour and Channel","TM8","1997-09-22","1","Middle Water","0.9","6.3","8.3","29.4","0.7","27.5","2.2","0.08"
"Tolo Harbour and Channel","TM8","1997-09-22","1","Bottom Water","1.2","6.3","8.3","31.2","1.5","26.7","2","0.07"
"Tolo Harbour and Channel","TM8","1997-10-15","1","Surface Water","4.8","N/A","N/A","28.5","N/A","28.1","2.6","0.04"
"Tolo Harbour and Channel","TM8","1997-10-15","1","Middle Water","4.4","N/A","N/A","30.8","N/A","26.9","2.2","0.03"
"Tolo Harbour and Channel","TM8","1997-10-15","1","Bottom Water","3.1","N/A","N/A","31.7","N/A","26.8","1.2","0.04"
"Tolo Harbour and Channel","TM8","1997-10-30","1","Surface Water","3.7","6","8","30.1","2.9","25.7","1.6","0.12"
"Tolo Harbour and Channel","TM8","1997-10-30","1","Middle Water","3.2","5.8","8","30.8","2.6","25.7","1.8","0.09"
"Tolo Harbour and Channel","TM8","1997-10-30","1","Bottom Water","1.6","4.8","8","31.9","3.4","26","2","0.09"
"Tolo Harbour and Channel","TM8","1997-11-13","1","Surface Water","2.9","7","8.3","31.3","2.9","24.7","1.9","0.05"
"Tolo Harbour and Channel","TM8","1997-11-13","1","Middle Water","4.2","7.1","8.3","32","2.8","23.8","3.4","0.05"
"Tolo Harbour and Channel","TM8","1997-11-13","1","Bottom Water","3.8","6.7","8.3","32","3.7","23.8","2.8","0.07"
"Tolo Harbour and Channel","TM8","1997-11-27","1","Surface Water","14","7.5","8.3","31.5","3","24","1.1","0.1"
"Tolo Harbour and Channel","TM8","1997-11-27","1","Middle Water","2.3","7","8.3","32.4","2.6","23.4","1","0.07"
"Tolo Harbour and Channel","TM8","1997-11-27","1","Bottom Water","1.2","6.4","8.3","32.6","4.9","23.5","17","0.06"
"Tolo Harbour and Channel","TM8","1997-12-08","1","Surface Water","3.5","6","8.1","31.8","3.3","21.5","3.2","0.07"
"Tolo Harbour and Channel","TM8","1997-12-08","1","Middle Water","4","5.9","8.2","32.3","3.7","21.4","4.4","0.08"
"Tolo Harbour and Channel","TM8","1997-12-08","1","Bottom Water","3.9","5.9","8.2","32.4","4.5","21.4","5.4","0.06"
"Tolo Harbour and Channel","TM8","1997-12-19","1","Surface Water","2","6.7","8.5","35.7","3.9","16.2","1.3","0.07"
"Tolo Harbour and Channel","TM8","1997-12-19","1","Middle Water","1.2","7.1","8.5","34","4","19.2","1.3","0.09"
"Tolo Harbour and Channel","TM8","1997-12-19","1","Bottom Water","2.4","6.7","8.4","33.4","5.7","20.4","3.2","0.08"
"Tolo Harbour and Channel","TM8","1998-01-09","1","Surface Water","1.8","6.3","8.3","32.9","3.4","20.1","1.4","0.06"
"Tolo Harbour and Channel","TM8","1998-01-09","1","Middle Water","1.8","6.3","8.3","33.2","3.3","19.9","1.4","0.08"
"Tolo Harbour and Channel","TM8","1998-01-09","1","Bottom Water","1.6","6.4","8.3","33.3","3.7","19.9","0.9","0.08"
"Tolo Harbour and Channel","TM8","1998-01-21","1","Surface Water","1.1","7.5","8.3","31.5","3","24","1","0.16"
"Tolo Harbour and Channel","TM8","1998-01-21","1","Middle Water","0.9","7","8.3","32.4","2.6","23.4","0.8","0.15"
"Tolo Harbour and Channel","TM8","1998-01-21","1","Bottom Water","1.9","6.4","8.3","32.6","4.9","23.5","1.1","0.09"
"Tolo Harbour and Channel","TM8","1998-02-05","1","Surface Water","2.9","8.3","7.9","33.3","3.8","16.5","3.5","0.09"
"Tolo Harbour and Channel","TM8","1998-02-05","1","Middle Water","1.9","8.1","7.9","33.4","3.7","16.5","4.3","0.07"
"Tolo Harbour and Channel","TM8","1998-02-05","1","Bottom Water","1.8","8.1","7.9","33.5","11.7","16.4","4.2","0.07"
"Tolo Harbour and Channel","TM8","1998-02-23","1","Surface Water","5","14.2","8.4","31.3","N/A","17.5","1.6","0.15"
"Tolo Harbour and Channel","TM8","1998-02-23","1","Middle Water","1.9","12.5","8.2","32.6","N/A","17","0.9","0.06"
"Tolo Harbour and Channel","TM8","1998-02-23","1","Bottom Water","0.7","11.9","8.2","32.9","N/A","17","0.5","0.08"
"Tolo Harbour and Channel","TM8","1998-03-06","1","Surface Water","6.4","6.9","8.3","32.1","4","17","1.5","0.13"
"Tolo Harbour and Channel","TM8","1998-03-06","1","Middle Water","5.1","7.7","8.3","32.2","3.8","16.7","1.6","0.12"
"Tolo Harbour and Channel","TM8","1998-03-06","1","Bottom Water","4.2","7","8.3","32.4","8.9","16.3","1.9","0.1"
"Tolo Harbour and Channel","TM8","1998-03-20","1","Surface Water","9.6","7.9","7.9","31.9","3.3","17.8","1.4","0.28"
"Tolo Harbour and Channel","TM8","1998-03-20","1","Middle Water","4.9","8.1","8","32","2.6","17","1.3","0.22"
"Tolo Harbour and Channel","TM8","1998-03-20","1","Bottom Water","1.6","7.9","8","32","5.6","16.9","0.7","0.1"
"Tolo Harbour and Channel","TM8","1998-04-16","1","Surface Water","2.2","9.2","8.2","31.4","3.8","23.4","3.8","0.07"
"Tolo Harbour and Channel","TM8","1998-04-16","1","Middle Water","2","5.8","8.2","33.3","2.8","20.6","1.3","0.09"
"Tolo Harbour and Channel","TM8","1998-04-16","1","Bottom Water","2.8","5.7","8.1","33.8","3.1","21.2","2.5","0.11"
"Tolo Harbour and Channel","TM8","1998-04-29","1","Surface Water","5.2","5.8","8.3","30.6","2.7","24.3","2","0.03"
"Tolo Harbour and Channel","TM8","1998-04-29","1","Middle Water","4","5.4","8.3","31.9","2.7","23.2","2","0.04"
"Tolo Harbour and Channel","TM8","1998-04-29","1","Bottom Water","2","2.8","8.2","33","4.2","21.2","1.7","0.09"
"Tolo Harbour and Channel","TM8","1998-05-06","1","Surface Water","6.8","7","8.4","29.9","3","27","2.5","0.05"
"Tolo Harbour and Channel","TM8","1998-05-06","1","Middle Water","7.3","4.2","8.3","32","2.7","23.3","1.2","0.12"
"Tolo Harbour and Channel","TM8","1998-05-06","1","Bottom Water","1.3","2.7","8.2","32.8","4.9","21.5","2.8","0.17"
"Tolo Harbour and Channel","TM8","1998-05-27","1","Surface Water","38","8.8","8.4","27","2.9","26.6","5.4","0.06"
"Tolo Harbour and Channel","TM8","1998-05-27","1","Middle Water","2","6.3","8.3","31.2","2.8","26.4","1.8","0.08"
"Tolo Harbour and Channel","TM8","1998-05-27","1","Bottom Water","2.1","6.2","8.3","31.7","5","26.4","2.1","0.07"
"Tolo Harbour and Channel","TM8","1998-06-08","1","Surface Water","9.9","6.9","8.3","28.9","3.1","26","2.4","0.05"
"Tolo Harbour and Channel","TM8","1998-06-08","1","Middle Water","12","6","8.3","31.4","2.9","26.7","3.2","0.08"
"Tolo Harbour and Channel","TM8","1998-06-08","1","Bottom Water","1.9","4.4","8.3","32.3","5.9","26.9","1.7","0.09"
"Tolo Harbour and Channel","TM8","1998-06-19","1","Surface Water","7","6.7","8.2","30.9","4.2","28","2.8","0.04"
"Tolo Harbour and Channel","TM8","1998-06-19","1","Middle Water","4","5.2","8.2","33.5","3.7","26.6","1.8","0.06"
"Tolo Harbour and Channel","TM8","1998-06-19","1","Bottom Water","0.4","4.9","8.2","33.6","6.6","26.5","10","0.09"
"Tolo Harbour and Channel","TM8","1998-07-08","1","Surface Water","3.1","3.6","8.3","30.4","3.1","28.2","1.3","0.09"
"Tolo Harbour and Channel","TM8","1998-07-08","1","Middle Water","3.8","3.9","8.3","31.1","2.9","27.4","1.5","0.06"
"Tolo Harbour and Channel","TM8","1998-07-08","1","Bottom Water","4","1.6","8.3","34.4","4.7","23.8","1.5","0.09"
"Tolo Harbour and Channel","TM8","1998-07-24","1","Surface Water","6.1","6.8","7.9","33.5","4.7","26.3","1.8","0.01"
"Tolo Harbour and Channel","TM8","1998-07-24","1","Middle Water","6.6","6.5","7.9","34.2","4","23.6","2.2","0.01"
"Tolo Harbour and Channel","TM8","1998-07-24","1","Bottom Water","7.8","4.2","7.9","34.5","6.2","22.6","2.1","0.04"
"Tolo Harbour and Channel","TM8","1998-08-07","1","Surface Water","3.7","7.4","7.9","33.2","4.3","27.5","2.2","0.03"
"Tolo Harbour and Channel","TM8","1998-08-07","1","Middle Water","2","5","8","34.4","4.3","23","1.7","0.08"
"Tolo Harbour and Channel","TM8","1998-08-07","1","Bottom Water","1.2","3.7","8","34.5","5.1","22.2","1.9","0.09"
"Tolo Harbour and Channel","TM8","1998-08-24","1","Surface Water","2","6.6","8.2","30.3","1.4","30.1","<0.5","0.01"
"Tolo Harbour and Channel","TM8","1998-08-24","1","Middle Water","2.4","6.4","8.1","30.9","1.6","29.7","0.7","0.02"
"Tolo Harbour and Channel","TM8","1998-08-24","1","Bottom Water","3.2","0.3","7.8","34.4","3.6","22.9","0.6","0.03"
"Tolo Harbour and Channel","TM8","1998-09-11","1","Surface Water","4.9","6.8","8.2","28","2.1","28.7","1.4","0.16"
"Tolo Harbour and Channel","TM8","1998-09-11","1","Middle Water","5.3","4.7","8.1","33","2.3","26.4","1.4","0.05"
"Tolo Harbour and Channel","TM8","1998-09-11","1","Bottom Water","1","1.1","7.9","33.7","2.8","24.6","0.8","0.11"
"Tolo Harbour and Channel","TM8","1998-09-21","1","Surface Water","6.1","6.1","8.4","28.4","2.1","28.5","1.8","0.02"
"Tolo Harbour and Channel","TM8","1998-09-21","1","Middle Water","21","4.1","8.2","31.8","2.2","28.1","3.9","0.08"
"Tolo Harbour and Channel","TM8","1998-09-21","1","Bottom Water","3.3","1.4","8.1","32.7","3.4","26.3","0.9","0.02"
"Tolo Harbour and Channel","TM8","1998-10-14","1","Surface Water","9.1","4","8.2","30.4","3.3","28.2","1.6","0.06"
"Tolo Harbour and Channel","TM8","1998-10-14","1","Middle Water","2.4","3","8.1","32.1","3.1","27.2","0.7","0.07"
"Tolo Harbour and Channel","TM8","1998-10-14","1","Bottom Water","1","2.8","8.1","32.3","5.3","27.2","0.5","0.04"
"Tolo Harbour and Channel","TM8","1998-10-29","1","Surface Water","12","5.3","8.2","31.1","2.6","25.4","1.7","0.03"
"Tolo Harbour and Channel","TM8","1998-10-29","1","Middle Water","3.2","3.8","8.1","32.8","3.7","25.1","1.6","0.09"
"Tolo Harbour and Channel","TM8","1998-10-29","1","Bottom Water","1.5","4.1","8.1","32.9","4.3","25","2","0.08"
"Tolo Harbour and Channel","TM8","1998-11-11","1","Surface Water","1.6","6.6","8.2","31.3","2.2","24.6","1.7","0.09"
"Tolo Harbour and Channel","TM8","1998-11-11","1","Middle Water","2","6.5","8.3","31.3","2.3","24.4","2.7","0.09"
"Tolo Harbour and Channel","TM8","1998-11-11","1","Bottom Water","1.8","6.4","8.3","31.3","3.8","24.4","1.3","0.08"
"Tolo Harbour and Channel","TM8","1998-11-25","1","Surface Water","3","7.1","8.3","31.2","1.8","23.5","1.3","0.05"
"Tolo Harbour and Channel","TM8","1998-11-25","1","Middle Water","3.2","7.1","8.3","31.2","1.7","23.5","1.6","0.04"
"Tolo Harbour and Channel","TM8","1998-11-25","1","Bottom Water","3","6.8","8.3","31.3","4.2","23.6","1.7","0.05"
"Tolo Harbour and Channel","TM8","1998-12-04","1","Surface Water","1.2","6.4","8.2","30.9","2.8","22.7","4","0.1"
"Tolo Harbour and Channel","TM8","1998-12-04","1","Middle Water","1.2","6.4","8.2","30.9","4.4","22.6","7.8","0.09"
"Tolo Harbour and Channel","TM8","1998-12-04","1","Bottom Water","1.5","6.4","8.2","30.9","4.5","22.6","8.2","0.09"
"Tolo Harbour and Channel","TM8","1998-12-18","1","Surface Water","3","7.4","8.3","31.1","2.9","18.1","1.1","0.13"
"Tolo Harbour and Channel","TM8","1998-12-18","1","Middle Water","3.4","7.3","8.3","31.1","2.8","18","1.6","0.12"
"Tolo Harbour and Channel","TM8","1998-12-18","1","Bottom Water","3.6","6.8","8.3","31.3","5.5","18","1","0.12"
"Tolo Harbour and Channel","TM8","1999-01-07","1","Surface Water","2.1","7.1","8.3","31","2.7","18.3","1.4","0.12"
"Tolo Harbour and Channel","TM8","1999-01-07","1","Middle Water","1.4","7.3","8.3","31","2.5","18.3","1","0.12"
"Tolo Harbour and Channel","TM8","1999-01-07","1","Bottom Water","1.4","7.2","8.2","31","5.4","18.3","1.1","0.1"
"Tolo Harbour and Channel","TM8","1999-02-01","1","Surface Water","2.4","6.3","8.4","31","2.4","18.6","0.9","0.08"
"Tolo Harbour and Channel","TM8","1999-02-01","1","Middle Water","1.8","6","8.3","31.3","2.4","17.6","0.6","0.08"
"Tolo Harbour and Channel","TM8","1999-02-01","1","Bottom Water","1.1","5.7","8.3","31.3","2.6","17.4","0.7","0.1"
"Tolo Harbour and Channel","TM8","1999-03-04","1","Surface Water","14","8.7","8.4","31.9","2.4","20.4","8.6","0.04"
"Tolo Harbour and Channel","TM8","1999-03-04","1","Middle Water","24","8.6","8.3","32.4","3.9","18.4","16","0.1"
"Tolo Harbour and Channel","TM8","1999-03-04","1","Bottom Water","6","6.3","8.2","32.6","8.1","18.1","4.3","0.03"
"Tolo Harbour and Channel","TM8","1999-04-12","1","Surface Water","6.4","6.3","8.2","32.5","3.1","21.9","1.8","0.02"
"Tolo Harbour and Channel","TM8","1999-04-12","1","Middle Water","4","6.1","8.2","33.1","3.2","21.1","0.7","0.02"
"Tolo Harbour and Channel","TM8","1999-04-12","1","Bottom Water","4.9","5.7","8.1","33.3","4.5","20.5","1.6","0.02"
"Tolo Harbour and Channel","TM8","1999-05-03","1","Surface Water","5.7","6.3","8.2","32.5","3.5","24","1.5","0.01"
"Tolo Harbour and Channel","TM8","1999-05-03","1","Middle Water","5.6","5.9","8.1","32.9","3.3","23.5","1.4","0.01"
"Tolo Harbour and Channel","TM8","1999-05-03","1","Bottom Water","3.4","5.5","8.1","33.3","4.5","23.4","2.7","0.03"
"Tolo Harbour and Channel","TM8","1999-06-10","1","Surface Water","9","7.4","8.1","31.8","5.3","27.7","2.2","0.01"
"Tolo Harbour and Channel","TM8","1999-06-10","1","Middle Water","2.4","6","8.1","32.5","5.6","27","1.8","0.03"
"Tolo Harbour and Channel","TM8","1999-06-10","1","Bottom Water","0.8","3.4","7.9","33.1","17.3","26","9.8","0.13"
"Tolo Harbour and Channel","TM8","1999-07-08","1","Surface Water","5.7","4.8","8.1","32.9","8.3","27","2","0.01"
"Tolo Harbour and Channel","TM8","1999-07-08","1","Middle Water","1.9","4.5","8.1","34.4","7.7","22.6","<0.5","0.03"
"Tolo Harbour and Channel","TM8","1999-07-08","1","Bottom Water","4.2","3.4","8","34.4","11.2","21.9","1.7","0.06"
"Tolo Harbour and Channel","TM8","1999-08-19","1","Surface Water","5.7","5","8.8","30.6","4.8","29.2","1.4","0.01"
"Tolo Harbour and Channel","TM8","1999-08-19","1","Middle Water","1.4","2","8.4","34.2","5","23.9","1.3","0.18"
"Tolo Harbour and Channel","TM8","1999-08-19","1","Bottom Water","0.9","2.1","8.5","34.3","5.7","23.6","1.9","0.16"
"Tolo Harbour and Channel","TM8","1999-09-09","1","Surface Water","3.6","6.5","8.5","29.6","4.9","29.3","1.7","0.03"
"Tolo Harbour and Channel","TM8","1999-09-09","1","Middle Water","2.1","3.9","8.1","31.5","5.1","26.4","2","0.09"
"Tolo Harbour and Channel","TM8","1999-09-09","1","Bottom Water","<0.2","1.5","7.9","33.8","5.5","23.8","2.5","0.22"
"Tolo Harbour and Channel","TM8","1999-10-14","1","Surface Water","5","5.5","8","30.6","4.9","28.1","1.8","0.03"
"Tolo Harbour and Channel","TM8","1999-10-14","1","Middle Water","1.7","5.6","7.8","31.2","4.9","27.1","3.4","0.12"
"Tolo Harbour and Channel","TM8","1999-10-14","1","Bottom Water","0.8","5.2","7.8","32.8","9.8","26.8","28","0.16"
"Tolo Harbour and Channel","TM8","1999-11-17","1","Surface Water","2.6","6.5","8.1","31.6","4.8","24","1.3","0.04"
"Tolo Harbour and Channel","TM8","1999-11-17","1","Middle Water","1.4","6.7","8.1","31.6","4.9","23.9","1.2","0.05"
"Tolo Harbour and Channel","TM8","1999-11-17","1","Bottom Water","1.1","6.7","8","31.8","6","24.1","2.2","0.07"
"Tolo Harbour and Channel","TM8","1999-12-08","1","Surface Water","0.9","6.3","7.9","31.5","5.7","20.3","2.8","0.08"
"Tolo Harbour and Channel","TM8","1999-12-08","1","Middle Water","<0.2","6.7","7.9","31.5","6","20.2","2.5","0.09"
"Tolo Harbour and Channel","TM8","1999-12-08","1","Bottom Water","<0.2","6.8","7.9","31.5","8.3","20.1","4.9","0.09"
"Tolo Harbour and Channel","TM8","2000-01-19","1","Surface Water","1.6","5.6","8","30.7","5","17.7","0.8","0.16"
"Tolo Harbour and Channel","TM8","2000-01-19","1","Middle Water","0.9","6.5","8.1","30.8","4.8","17.6","1","0.17"
"Tolo Harbour and Channel","TM8","2000-01-19","1","Bottom Water","1.1","6.7","8.1","30.8","5.2","17.4","1.7","0.17"
"Tolo Harbour and Channel","TM8","2000-02-25","1","Surface Water","2.3","6.3","8.1","31.3","4.5","16.4","1.1","0.05"
"Tolo Harbour and Channel","TM8","2000-02-25","1","Middle Water","1.7","7.2","8.1","31.4","4.7","16.4","1.2","0.06"
"Tolo Harbour and Channel","TM8","2000-02-25","1","Bottom Water","1.1","7.3","8.1","31.4","7.9","16.3","5.8","0.06"
"Tolo Harbour and Channel","TM8","2000-03-06","1","Surface Water","4.7","6.9","8.2","31","4.9","17.1","2.1","0.03"
"Tolo Harbour and Channel","TM8","2000-03-06","1","Middle Water","2.4","7.6","8.1","31.1","4.8","15.2","0.8","0.05"
"Tolo Harbour and Channel","TM8","2000-03-06","1","Bottom Water","1","7.3","8","31.2","8.9","15.1","6.2","0.09"
"Tolo Harbour and Channel","TM8","2000-04-12","1","Surface Water","3.7","6.5","8.1","30.3","4.3","20.9","1.5","0.06"
"Tolo Harbour and Channel","TM8","2000-04-12","1","Middle Water","4","7.1","8","31","5","19","2.1","0.08"
"Tolo Harbour and Channel","TM8","2000-04-12","1","Bottom Water","2.3","5.5","7.9","31.8","6.3","17.4","4.2","0.17"
"Tolo Harbour and Channel","TM8","2000-05-15","1","Surface Water","2.2","5.8","8.2","29.5","4.6","25.8","0.7","0.02"
"Tolo Harbour and Channel","TM8","2000-05-15","1","Middle Water","3.9","5.7","8.1","30.2","4.6","24","0.6","0.04"
"Tolo Harbour and Channel","TM8","2000-05-15","1","Bottom Water","1.8","2.3","7.7","31.9","5.9","22","1.6","0.08"
"Tolo Harbour and Channel","TM8","2000-06-15","1","Surface Water","1.3","5.8","8.2","32.5","4.5","26","0.6","0.02"
"Tolo Harbour and Channel","TM8","2000-06-15","1","Middle Water","16","5.3","8.1","33.8","6","23.4","1.3","0.06"
"Tolo Harbour and Channel","TM8","2000-06-15","1","Bottom Water","2.7","3.8","8","33.9","5.7","22.4","1.6","0.11"
"Tolo Harbour and Channel","TM8","2000-07-24","1","Surface Water","6.9","9.5","8.2","29.2","1.1","30.1","1.8","0.01"
"Tolo Harbour and Channel","TM8","2000-07-24","1","Middle Water","6","7.1","7.8","31.8","1.1","27.7","1.2","0.04"
"Tolo Harbour and Channel","TM8","2000-07-24","1","Bottom Water","0.5","2.8","7.6","33.8","1","23.6","1.3","0.18"
"Tolo Harbour and Channel","TM8","2000-08-23","1","Surface Water","2.4","6.9","8.2","32.6","5.4","28.8","2.4","0.03"
"Tolo Harbour and Channel","TM8","2000-08-23","1","Middle Water","5.9","6.7","8.2","33","5.1","27.7","2","0.02"
"Tolo Harbour and Channel","TM8","2000-08-23","1","Bottom Water","0.8","3","7.8","34.2","8.7","22.9","2.6","0.06"
"Tolo Harbour and Channel","TM8","2000-09-11","1","Surface Water","2.1","6.2","8.4","29.8","12.8","28.3","0.8","0.03"
"Tolo Harbour and Channel","TM8","2000-09-11","1","Middle Water","2.6","6.8","8.4","31","12.7","27.9","0.8","0.04"
"Tolo Harbour and Channel","TM8","2000-09-11","1","Bottom Water","1.1","4.8","8.1","31.9","15","26.7","1.3","0.11"
"Tolo Harbour and Channel","TM8","2000-10-25","1","Surface Water","13","8.5","8.3","29.1","5.4","27.1","2.5","0.03"
"Tolo Harbour and Channel","TM8","2000-10-25","1","Middle Water","1.5","6.8","8.1","32.1","5","26.3","1.1","0.09"
"Tolo Harbour and Channel","TM8","2000-10-25","1","Bottom Water","1.8","5.7","8","32.3","8.1","26.3","6.6","0.1"
"Tolo Harbour and Channel","TM8","2000-11-16","1","Surface Water","7.8","7.8","8","31.8","5","22.7","1.2","0.06"
"Tolo Harbour and Channel","TM8","2000-11-16","1","Middle Water","1","6.3","7.9","32.6","5.4","22.6","1.8","0.1"
"Tolo Harbour and Channel","TM8","2000-11-16","1","Bottom Water","1","6.1","7.9","32.7","9.9","22.5","6","0.09"
"Tolo Harbour and Channel","TM8","2000-12-08","1","Surface Water","2.1","6.3","8.1","32.2","4.9","21.6","0.7","0.02"
"Tolo Harbour and Channel","TM8","2000-12-08","1","Middle Water","2.3","6.8","8.1","32.5","4.6","21.2","0.6","0.05"
"Tolo Harbour and Channel","TM8","2000-12-08","1","Bottom Water","2.7","6.6","8","32.7","6.5","21","2.8","0.08"
